experience_type,emotion_type,problem_type,situation,speaker,strategy,feedback,content
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,5,My hours at work were cut recently and i am worried about how i will pay the bills.
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Reflection of feelings,,"Aww, man, that sounds stressful. I never feel good when I worry about money."
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,"Yea it is very stressful, and it happening right on top of the holidays did not help at all."
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Questions,,I hear you. What kind of support do you have in your life?
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,5,I feel like i have to choose between paying my bills and keeping a roof over our heads or buying stuff for my son for christmas to make sure his christmas is not ruined.
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,"I have no support Unfourtantly, i live a few hours away from my family and have few friends. "
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Affirmation and Reassurance,,"I judge you are a loving person, to look after your son despite your worry. May I ask how old he is?"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,"He is my whole world, he is 9"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,i try not to let him see me worry but the stress is getting to me so bad that it is becoming very difficult to keep hiding my emotions from him. 
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Questions,,"Thank you for sharing that, thats a beautiful bond you have. Have you shared any of these feelings with him?"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,3,no he has autism so other than understanding mommy is stressed he would not know what i was really talking about.
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Providing Suggestions,,"I see, that sounds hard to hold. If you could wave a magic wand, what would you want to have happen in your life?"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,"i just wish i could find a solution to this to get rid of the stress, stress for me turns into depressing and i do not want to spend the holidays depressed."
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Questions,,"Valid, so valid! Tell me, what does your self care look like?"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,2,"I exercise weekly, i read books, take time to myself to listen to music and give myself facials."
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Affirmation and Reassurance,,"Beautiful, it really sounds like you take care of yourself, to show yourself that love."
